id,provider,title,start_date,end_date,startyear,endyear,type,tags,asset_url,thumbnail_url
MODIS/061/MYD09Q1,NASA LP DAAC at the USGS EROS Center,MYD09Q1.061 Aqua Surface Reflectance 8-Day Global 250m,2002-07-04,2025-12-03,2002,2025,image_collection,"8-day, aqua, global, modis, myd09q1, nasa, satellite-imagery, sr, surface-reflectance, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD09Q1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD09Q1_sample.png
MODIS/061/MYD10A1,NASA NSIDC DAAC at CIRES,MYD10A1.061 Aqua Snow Cover Daily Global 500m,2002-07-04,2025-12-16,2002,2025,image_collection,"albedo, aqua, cryosphere, daily, geophysical, global, modis, myd10a1, nasa, nsidc, snow",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD10A1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD10A1_sample.png
MODIS/061/MYD11A1,NASA LP DAAC at the USGS EROS Center,MYD11A1.061 Aqua Land Surface Temperature and Emissivity Daily Global 1km,2002-07-04,2025-12-14,2002,2025,image_collection,"aqua, climate, daily, emissivity, global, lst, modis, myd11a1, nasa, surface-temperature, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD11A1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD11A1_sample.png
MODIS/061/MYD11A2,NASA LP DAAC at the USGS EROS Center,MYD11A2.061 Aqua Land Surface Temperature and Emissivity 8-Day Global 1km,2002-07-04,2025-12-03,2002,2025,image_collection,"8-day, aqua, climate, emissivity, global, lst, modis, myd11a2, nasa, surface-temperature, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD11A2,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD11A2_sample.png
MODIS/061/MYD13A1,NASA LP DAAC at the USGS EROS Center,MYD13A1.061 Aqua Vegetation Indices 16-Day Global 500m,2002-07-04,2025-11-09,2002,2025,image_collection,"16-day, aqua, evi, global, modis, myd13a1, nasa, ndvi, usgs, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13A1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD13A1_sample.png
MODIS/061/MYD13A2,NASA LP DAAC at the USGS EROS Center,MYD13A2.061 Aqua Vegetation Indices 16-Day Global 1km,2002-07-04,2025-11-09,2002,2025,image_collection,"16-day, aqua, evi, global, modis, myd13a2, nasa, ndvi, usgs, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13A2,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD13A2_sample.png
MODIS/061/MYD13A3,NASA LP DAAC at the USGS EROS Center,MYD13A3.061 Aqua Vegetation Indices Monthly L3 Global 1 km SIN Grid,2002-07-01,2025-11-01,2002,2025,image_collection,"aqua, evi, global, modis, monthly, nasa, ndvi, usgs, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13A3,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD13A3_sample.png
MODIS/061/MYD13C1,NASA LP DAAC at the USGS EROS Center,MYD13C1.061: Aqua Vegetation Indices 16-Day L3 Global 0.05 Deg CMG,2002-07-04,2025-11-09,2002,2025,image_collection,"16-day, aqua, global, nasa, usgs, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13C1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD13C1_sample.png
MODIS/061/MYD13Q1,NASA LP DAAC at the USGS EROS Center,MYD13Q1.061 Aqua Vegetation Indices 16-Day Global 250m,2002-07-04,2025-11-09,2002,2025,image_collection,"16-day, aqua, evi, global, modis, myd13q1, nasa, ndvi, usgs, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13Q1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD13Q1_sample.png
MODIS/061/MYD14A1,NASA LP DAAC at the USGS EROS Center,MYD14A1.061: Aqua Thermal Anomalies & Fire Daily Global 1km,2002-07-04,2025-12-10,2002,2025,image_collection,"aqua, daily, fire, global, modis, myd14a1, nasa, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD14A1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD14A1_sample.png
MODIS/061/MYD14A2,NASA LP DAAC at the USGS EROS Center,MYD14A2.061: Aqua Thermal Anomalies & Fire 8-Day Global 1km,2002-07-04,2025-12-03,2002,2025,image_collection,"8-day, aqua, fire, global, modis, myd14a2, nasa, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD14A2,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD14A2_sample.png
MODIS/061/MYD15A2H,NASA LP DAAC at the USGS EROS Center,MYD15A2H.061: Aqua Leaf Area Index/FPAR 8-Day Global 500m,2002-07-04,2025-12-03,2002,2025,image_collection,"8-day, aqua, fpar, global, lai, modis, myd15a2h, nasa, plant-productivity, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD15A2H,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD15A2H_sample.png
MODIS/061/MYD16A2,NASA LP DAAC at the USGS EROS Center,MYD16A2.061: Aqua Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V061,2021-01-01,2025-11-25,2021,2025,image_collection,"8-day, evapotranspiration, global, modis, nasa, water-vapor",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD16A2,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD16A2_sample.png
MODIS/061/MYD17A2H,NASA LP DAAC at the USGS EROS Center,MYD17A2H.061: Aqua Gross Primary Productivity 8-Day Global 500m,2021-01-01,2025-12-03,2021,2025,image_collection,"8-day, aqua, global, gpp, modis, myd17a2, nasa, photosynthesis, plant-productivity, productivity, psn, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD17A2H,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD17A2H_sample.png
MODIS/061/MYD17A3HGF,NASA LP DAAC at the USGS EROS Center,MYD17A3HGF.061: Aqua Net Primary Production Gap-Filled Yearly Global 500m,2001-01-01,2024-01-01,2001,2024,image_collection,"aqua, global, gpp, nasa, npp, photosynthesis, plant-productivity, productivity, psn, usgs, yearly",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD17A3HGF,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD17A3HGF_sample.png
MODIS/061/MYD21A1D,NASA LP DAAC at the USGS EROS Center,MYD21A1D.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily Global 1km,2000-02-24,2025-12-16,2000,2025,image_collection,"aqua, climate, daily, emissivity, global, lst, nasa, surface-temperature, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21A1D,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD21A1D_sample.png
MODIS/061/MYD21A1N,NASA LP DAAC at the USGS EROS Center,MYD21A1N.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily Global 1km,2000-02-24,2025-12-16,2000,2025,image_collection,"aqua, climate, daily, emissivity, global, lst, nasa, surface-temperature, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21A1N,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD21A1N_sample.png
MODIS/061/MYD21C1,NASA LP DAAC at the USGS EROS Center,MYD21C1.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily L3 Global 0.05 Deg CMG,2000-02-24,2025-12-16,2000,2025,image_collection,"aqua, climate, daily, emissivity, global, lst, nasa, surface-temperature, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD21C1_sample.png
MODIS/061/MYD21C2,NASA LP DAAC at the USGS EROS Center,MYD21C2.061 Aqua Land Surface Temperature and 3-Band Emissivity 8-Day L3 Global 0.05 Deg CMG,2000-02-24,2025-12-03,2000,2025,image_collection,"aqua, climate, emissivity, global, lst, nasa, surface-temperature, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C2,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD21C2_sample.png
MODIS/061/MYD21C3,NASA LP DAAC at the USGS EROS Center,MYD21C3.061 Aqua Land Surface Temperature and 3-Band Emissivity Monthly L3 Global 0.05 Deg CMG,2000-02-24,2025-11-01,2000,2025,image_collection,"aqua, climate, emissivity, global, lst, monthly, nasa, surface-temperature, usgs",https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C3,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_061_MYD21C3_sample.png
MODIS/062/MCD18A1,NASA LP DAAC at the USGS EROS Center,MCD18A1.062 Surface Radiation Daily/3-Hour,2000-03-03,2025-11-01,2000,2025,image_collection,"climate, par, radiation",https://developers.google.com/earth-engine/datasets/catalog/MODIS_062_MCD18A1,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_062_MCD18A1_sample.png
MODIS/062/MCD18C2,NASA LP DAAC at the USGS EROS Center,MCD18C2.062 Photosynthetically Active Radiation Daily 3-Hour,2000-02-24,2025-11-01,2000,2025,image_collection,"climate, par, radiation",https://developers.google.com/earth-engine/datasets/catalog/MODIS_062_MCD18C2,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_062_MCD18C2_sample.png
MODIS/MCD43A4_006_BAI,Google,MODIS Combined 16-Day BAI,2000-02-24,2023-02-10,2000,2023,image_collection,"albedo, bai, brdf, daily, global, mcd43a4, modis, nasa, reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_BAI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MCD43A4_006_BAI_sample.png
MODIS/MCD43A4_006_EVI,Google,MODIS Combined 16-Day EVI,2000-02-24,2023-02-10,2000,2023,image_collection,"albedo, brdf, daily, evi, global, mcd43a4, modis, nasa, reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_EVI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MCD43A4_006_EVI_sample.png
MODIS/MCD43A4_006_NDSI,Google,MODIS Combined 16-Day NDSI,2000-02-24,2023-02-10,2000,2023,image_collection,"albedo, brdf, daily, global, mcd43a4, modis, nasa, ndsi, reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_NDSI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MCD43A4_006_NDSI_sample.png
MODIS/MCD43A4_006_NDVI,Google,MODIS Combined 16-Day NDVI,2000-02-24,2023-02-10,2000,2023,image_collection,"albedo, brdf, daily, global, mcd43a4, modis, nasa, ndvi, reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_NDVI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MCD43A4_006_NDVI_sample.png
MODIS/MCD43A4_006_NDWI,Google,MODIS Combined 16-Day NDWI,2000-02-24,2023-02-10,2000,2023,image_collection,"albedo, brdf, daily, global, mcd43a4, modis, nasa, ndwi, reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MCD43A4_006_NDWI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MCD43A4_006_NDWI_sample.png
MODIS/MOD09GA_006_BAI,Google,MODIS Terra Daily BAI,2000-02-24,2023-02-17,2000,2023,image_collection,"bai, daily, global, mod09ga, modis, surface-reflectance, terra, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_BAI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MOD09GA_006_BAI_sample.png
MODIS/MOD09GA_006_EVI,Google,MODIS Terra Daily EVI,2000-02-24,2023-02-17,2000,2023,image_collection,"daily, evi, global, mod09ga, modis, surface-reflectance, terra, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_EVI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MOD09GA_006_EVI_sample.png
MODIS/MOD09GA_006_NDSI,Google,MODIS Terra Daily NDSI,2000-02-24,2023-02-17,2000,2023,image_collection,"daily, global, mod09ga, modis, ndsi, surface-reflectance, terra, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_NDSI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MOD09GA_006_NDSI_sample.png
MODIS/MOD09GA_006_NDVI,Google,MODIS Terra Daily NDVI,2000-02-24,2023-02-17,2000,2023,image_collection,"daily, global, mod09ga, modis, ndvi, surface-reflectance, terra, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_NDVI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MOD09GA_006_NDVI_sample.png
MODIS/MOD09GA_006_NDWI,Google,MODIS Terra Daily NDWI,2000-02-24,2023-02-17,2000,2023,image_collection,"daily, global, mod09ga, modis, ndwi, surface-reflectance, terra, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD09GA_006_NDWI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MOD09GA_006_NDWI_sample.png
MODIS/MOD44W/MOD44W_005_2000_02_24,NASA LP DAAC at the USGS EROS Center,MOD44W.005 Land Water Mask Derived From MODIS and SRTM,2000-02-24,2000-02-24,2000,2000,image,"geophysical, mod44w, modis, srtm, surface-ground-water, water-mask",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD44W_MOD44W_005_2000_02_24,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MOD44W_MOD44W_005_2000_02_24_sample.png
MODIS/MYD09GA_006_BAI,Google,MODIS Aqua Daily BAI,2002-07-04,2023-02-25,2002,2023,image_collection,"aqua, bai, daily, global, modis, myd09ga, surface-reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_BAI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MYD09GA_006_BAI_sample.png
MODIS/MYD09GA_006_EVI,Google,MODIS Aqua Daily EVI,2002-07-04,2023-02-25,2002,2023,image_collection,"aqua, daily, evi, global, modis, myd09ga, surface-reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_EVI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MYD09GA_006_EVI_sample.png
MODIS/MYD09GA_006_NDSI,Google,MODIS Aqua Daily NDSI,2002-07-04,2023-02-25,2002,2023,image_collection,"aqua, daily, global, modis, myd09ga, ndsi, surface-reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_NDSI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MYD09GA_006_NDSI_sample.png
MODIS/MYD09GA_006_NDVI,Google,MODIS Aqua Daily NDVI,2002-07-04,2023-02-25,2002,2023,image_collection,"aqua, daily, global, modis, myd09ga, ndvi, surface-reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_NDVI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MYD09GA_006_NDVI_sample.png
MODIS/MYD09GA_006_NDWI,Google,MODIS Aqua Daily NDWI,2002-07-04,2023-02-25,2002,2023,image_collection,"aqua, daily, global, modis, myd09ga, ndwi, surface-reflectance, usgs, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD09GA_006_NDWI,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_MYD09GA_006_NDWI_sample.png
MODIS/NTSG/MOD16A2/105,"Numerical Terradynamic Simulation Group, The University of Montana",MOD16A2: MODIS Global Terrestrial Evapotranspiration 8-Day Global 1km,2000-01-01,2014-12-27,2000,2014,image_collection,"8-day, evapotranspiration, global, mod16a2, modis, water-vapor",https://developers.google.com/earth-engine/datasets/catalog/MODIS_NTSG_MOD16A2_105,https://developers.google.com/earth-engine/datasets/images/MODIS/MODIS_NTSG_MOD16A2_105_sample.png
NASA/ASTER_GED/AG100_003,NASA LP DAAC at the USGS EROS Center,AG100: ASTER Global Emissivity Dataset 100-meter V003,2000-01-01,2008-12-31,2000,2008,image,"aster, caltech, elevation, emissivity, ged, geophysical, infrared, jpl, lst, nasa, ndvi, satellite-imagery, temperature, thermal",https://developers.google.com/earth-engine/datasets/catalog/NASA_ASTER_GED_AG100_003,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_ASTER_GED_AG100_003_sample.png
NASA/ECOSTRESS/L2T_STARS/V2,Land Processes Distributed Active Archive Center,ECOSTRESS Tiled Ancillary NDVI and Albedo L2 Global 70 m V002,2018-07-09,2025-12-12,2018,2025,image_collection,"albedo, ecostress, land, ndvi, plant-productivity",https://developers.google.com/earth-engine/datasets/catalog/NASA_ECOSTRESS_L2T_STARS_V2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_ECOSTRESS_L2T_STARS_V2_sample.png
NASA/EMIT/L1B/RAD,NASA Jet Propulsion Laboratory,EMIT L1B At-Sensor Calibrated Radiance and Geolocation Data 60 m,2022-08-09,2025-11-19,2022,2025,image_collection,"daily, emit, nasa, radiance, satellite-imagery",https://developers.google.com/earth-engine/datasets/catalog/NASA_EMIT_L1B_RAD,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_EMIT_L1B_RAD_sample.png
NASA/EMIT/L2A/RFL,NASA Jet Propulsion Laboratory,EMIT L2A Estimated Surface Reflectance and Uncertainty and Masks 60 m,2022-08-09,2025-11-22,2022,2025,image_collection,"daily, emit, nasa, reflectance, satellite-imagery",https://developers.google.com/earth-engine/datasets/catalog/NASA_EMIT_L2A_RFL,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_EMIT_L2A_RFL_sample.png
NASA/EMIT/L2B/CH4ENH,NASA Jet Propulsion Laboratory,Earth Surface Mineral Dust Source Investigation- Methane Enhancement,2022-08-10,2024-11-30,2022,2024,image_collection,"atmosphere, daily, emit, methane, nasa",https://developers.google.com/earth-engine/datasets/catalog/NASA_EMIT_L2B_CH4ENH,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_EMIT_L2B_CH4ENH_sample.png
NASA/EMIT/L2B/CH4PLM,NASA Jet Propulsion Laboratory,Earth Surface Mineral Dust Source Investigation- Methane Plume Complexes,2022-08-10,2024-10-26,2022,2024,image_collection,"atmosphere, daily, emit, methane, nasa",https://developers.google.com/earth-engine/datasets/catalog/NASA_EMIT_L2B_CH4PLM,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_EMIT_L2B_CH4PLM_sample.png
NASA/FLDAS/NOAH01/C/GL/M/V001,NASA GES DISC at NASA Goddard Space Flight Center,FLDAS: Famine Early Warning Systems Network (FEWS NET) Land Data Assimilation System,1982-01-01,2025-11-01,1982,2025,image_collection,"climate, cryosphere, evapotranspiration, famine, fldas, humidity, ldas, monthly, nasa, precipitation, runoff, snow, soil, soil-moisture, soil-temperature, temperature, water-vapor, wind",https://developers.google.com/earth-engine/datasets/catalog/NASA_FLDAS_NOAH01_C_GL_M_V001,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_FLDAS_NOAH01_C_GL_M_V001_sample.png
NASA/GDDP-CMIP6,NASA / Climate Analytics Group,NEX-GDDP-CMIP6: NASA Earth Exchange Global Daily Downscaled Climate Projections,1950-01-01,2100-12-31,1950,2100,image_collection,"cag, climate, gddp, geophysical, ipcc, nasa, nex, precipitation, temperature",https://developers.google.com/earth-engine/datasets/catalog/NASA_GDDP-CMIP6,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GDDP-CMIP6_sample.png
NASA/GEOS-CF/v1/fcst/htf,NASA / GMAO,GEOS-CF fcst htf v1: Goddard Earth Observing System Composition Forecast,2022-10-01,2025-12-17,2022,2025,image_collection,"atmosphere, composition, forecast, geos, gmao, nasa",https://developers.google.com/earth-engine/datasets/catalog/NASA_GEOS-CF_v1_fcst_htf,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GEOS-CF_v1_fcst_htf_sample.png
NASA/GEOS-CF/v1/fcst/tavg1hr,NASA / GMAO,GEOS-CF fcst tavg1hr v1: Goddard Earth Observing System Composition Forecast,2022-10-01,2025-12-17,2022,2025,image_collection,"atmosphere, composition, forecast, geos, gmao, nasa",https://developers.google.com/earth-engine/datasets/catalog/NASA_GEOS-CF_v1_fcst_tavg1hr,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GEOS-CF_v1_fcst_tavg1hr_sample.png
NASA/GEOS-CF/v1/rpl/htf,NASA / GMAO,GEOS-CF rpl htf v1: Goddard Earth Observing System Composition Forecast,2018-01-01,2025-12-17,2018,2025,image_collection,"atmosphere, composition, forecast, geos, gmao, nasa",https://developers.google.com/earth-engine/datasets/catalog/NASA_GEOS-CF_v1_rpl_htf,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GEOS-CF_v1_rpl_htf_sample.png
NASA/GEOS-CF/v1/rpl/tavg1hr,NASA / GMAO,GEOS-CF rpl tavg1hr v1: Goddard Earth Observing System Composition Forecast,2018-01-01,2025-12-17,2018,2025,image_collection,"atmosphere, composition, forecast, geos, gmao, nasa",https://developers.google.com/earth-engine/datasets/catalog/NASA_GEOS-CF_v1_rpl_tavg1hr,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GEOS-CF_v1_rpl_tavg1hr_sample.png
NASA/GIMMS/3GV0,NASA/NOAA,GIMMS NDVI From AVHRR Sensors (3rd Generation),1981-07-01,2013-12-16,1981,2013,image_collection,"avhrr, gimms, nasa, ndvi, noaa, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/NASA_GIMMS_3GV0,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GIMMS_3GV0_sample.png
NASA/GLDAS/V20/NOAH/G025/T3H,NASA GES DISC at NASA Goddard Space Flight Center,Reprocessed GLDAS-2.0: Global Land Data Assimilation System,1948-01-01,2014-12-31,1948,2014,image_collection,"3-hourly, climate, cryosphere, evaporation, forcing, geophysical, gldas, humidity, ldas, nasa, precipitation, pressure, radiation, soil, soil-moisture, surface, temperature, water-vapor, wind",https://developers.google.com/earth-engine/datasets/catalog/NASA_GLDAS_V20_NOAH_G025_T3H,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GLDAS_V20_NOAH_G025_T3H_sample.png
NASA/GLDAS/V021/NOAH/G025/T3H,NASA GES DISC at NASA Goddard Space Flight Center,GLDAS-2.1: Global Land Data Assimilation System,2000-01-01,2025-11-18,2000,2025,image_collection,"3-hourly, climate, cryosphere, evaporation, forcing, geophysical, gldas, humidity, ldas, nasa, precipitation, pressure, radiation, soil, soil-moisture, surface, temperature, water-vapor, wind",https://developers.google.com/earth-engine/datasets/catalog/NASA_GLDAS_V021_NOAH_G025_T3H,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GLDAS_V021_NOAH_G025_T3H_sample.png
NASA/GLDAS/V022/CLSM/G025/DA1D,NASA GES DISC at NASA Goddard Earth Sciences Data and Information Services Center,GLDAS-2.2: Global Land Data Assimilation System,2003-01-01,2025-07-31,2003,2025,image_collection,"3-hourly, climate, cryosphere, evaporation, forcing, geophysical, gldas, humidity, ldas, nasa, precipitation, pressure, radiation, soil, soil-moisture, surface, temperature, water-vapor, wind",https://developers.google.com/earth-engine/datasets/catalog/NASA_GLDAS_V022_CLSM_G025_DA1D,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GLDAS_V022_CLSM_G025_DA1D_sample.png
NASA/GPM_L3/IMERG_MONTHLY_V06,NASA GES DISC at NASA Goddard Space Flight Center,GPM: Monthly Global Precipitation Measurement (GPM) v6,2000-06-01,2021-09-01,2000,2021,image_collection,"climate, geophysical, gpm, imerg, jaxa, monthly, nasa, precipitation, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_GPM_L3_IMERG_MONTHLY_V06,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GPM_L3_IMERG_MONTHLY_V06_sample.png
NASA/GPM_L3/IMERG_MONTHLY_V07,NASA GES DISC at NASA Goddard Space Flight Center,GPM: Monthly Global Precipitation Measurement (GPM) vRelease 07,1998-01-01,2025-07-01,1998,2025,image_collection,"climate, geophysical, gpm, imerg, jaxa, monthly, nasa, precipitation, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_GPM_L3_IMERG_MONTHLY_V07,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GPM_L3_IMERG_MONTHLY_V07_sample.png
NASA/GPM_L3/IMERG_V07,NASA GES DISC at NASA Goddard Space Flight Center,GPM: Global Precipitation Measurement (GPM) Release 07,1998-01-01,2025-12-18,1998,2025,image_collection,"climate, geophysical, gpm, half-hourly, imerg, jaxa, nasa, precipitation, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_GPM_L3_IMERG_V07,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GPM_L3_IMERG_V07_sample.png
NASA/GRACE/MASS_GRIDS/OCEAN_EOFR,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Ocean EOFR,2002-12-31,2016-12-10,2002,2016,image_collection,"crs, gfz, grace, gravity, jpl, mass, nasa, ocean, oceans, tellus, water",https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_OCEAN_EOFR,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GRACE_MASS_GRIDS_OCEAN_EOFR_sample.png
NASA/GRACE/MASS_GRIDS_V04/LAND,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids Release 06 Version 04 - Land,2002-04-01,2017-01-07,2002,2017,image_collection,"crs, gfz, grace, gravity, jpl, land, mass, nasa, surface-ground-water, tellus, water",https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_V04_LAND,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GRACE_MASS_GRIDS_V04_LAND_sample.png
NASA/GRACE/MASS_GRIDS_V04/MASCON,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids Release 6.3 Version 4 - Global Mascons,2002-03-31,2024-09-30,2002,2024,image_collection,"grace, gravity, jpl, mascon, mass, nasa, surface-ground-water, tellus, water",https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_V04_MASCON,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GRACE_MASS_GRIDS_V04_MASCON_sample.png
NASA/GRACE/MASS_GRIDS_V04/MASCON_CRI,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids Version 04 - Global Mascon (CRI Filtered),2002-03-31,2024-09-30,2002,2024,image_collection,"grace, gravity, jpl, mascon, mass, nasa, surface-ground-water, tellus, water",https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_V04_MASCON_CRI,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GRACE_MASS_GRIDS_V04_MASCON_CRI_sample.png
